rank,family,family_label,configuration_id,model_configuration,feature_block,parameters_display,training_seed,status,failure_code,convergence_status,pooled_oof_n,pooled_oof_positive_n,pooled_oof_positive_share,pooled_oof_pr_auc,pooled_oof_roc_auc,fold_pr_auc_mean,fold_pr_auc_sample_sd,runtime_seconds,delta_pr_auc_vs_dummy,delta_pr_auc_vs_fixed_l2,identity
1,xgboost,XGBoost,model_stage_v1__coarse__xgboost__004,XGBoost | model_stage_v1__coarse__xgboost__004,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.41167748793642267,0.75948605132209945,0.41369081989469153,0.069915636428580757,12.890178165922407,0.23939433701361226,0.030022636007925541,xgboost|L+D+R|model_stage_v1__coarse__xgboost__004|seed=20260818
2,xgboost,XGBoost,model_stage_v1__coarse__xgboost__009,XGBoost | model_stage_v1__coarse__xgboost__009,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.41088882686826944,0.75935887891786846,0.41637459440888697,0.065732859599848578,12.077202581975143,0.23860567594545903,0.029233974939772311,xgboost|L+D+R|model_stage_v1__coarse__xgboost__009|seed=20260818
3,xgboost,XGBoost,model_stage_v1__coarse__xgboost__005,XGBoost | model_stage_v1__coarse__xgboost__005,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 20.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.41000944016263041,0.75740822295847554,0.41470869441061037,0.064290595459756211,14.630294749920722,0.23772628923982,0.028354588234133282,xgboost|L+D+R|model_stage_v1__coarse__xgboost__005|seed=20260818
4,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__007,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__007,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.06, ""max_features"": 1.0, ""max_iter"": 300, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40781029540397229,0.7587946661506314,0.4142313063022775,0.055244708151802317,15.642676666029729,0.23552714448116188,0.02615544347547516,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__007|seed=20260818
5,random_forest,Random Forest,model_stage_v1__coarse__random_forest__003,Random Forest | model_stage_v1__coarse__random_forest__003,L+D+R,"{""criterion"": ""gini"", ""imbalance"": ""none"", ""max_depth"": 6, ""max_features"": 0.5, ""max_samples"": 1.0, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40739113699510365,0.75869960248293788,0.41155903399040739,0.073718022566431812,171.73377895896556,0.23510798607229325,0.025736285066606523,random_forest|L+D+R|model_stage_v1__coarse__random_forest__003|seed=20260818
6,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__010,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__010,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4061211457533776,0.75869067860709949,0.41271561284906522,0.061757486172575635,18.216979916964192,0.23383799483056719,0.02446629382488047,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__010|seed=20260818
7,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__004,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__004,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 0.1, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4058562788042942,0.75734713314606406,0.41370602546725782,0.058433938304457728,13.156917708052788,0.23357312788148379,0.024201426875797072,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__004|seed=20260818
8,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__005,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__005,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.06, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4058412656683229,0.75894720416978578,0.41229126174605524,0.061518253761657343,13.350651208078489,0.2335581147455125,0.024186413739825774,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__005|seed=20260818
9,xgboost,XGBoost,model_stage_v1__coarse__xgboost__009,XGBoost | model_stage_v1__coarse__xgboost__009,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40571422642366489,0.75686466996809898,0.41228631593172566,0.06207027073576929,11.674923500977457,0.23343107550085448,0.024059374495167762,xgboost|L+D|model_stage_v1__coarse__xgboost__009|seed=20260818
10,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__016,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__016,L+D+R,"{""imbalance"": ""sqrt"", ""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40498190811122081,0.75598637120431134,0.41072452441920709,0.060756824427870559,18.045816416968592,0.2326987571884104,0.023327056182723682,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__016|seed=20260818
11,random_forest,Random Forest,model_stage_v1__coarse__random_forest__008,Random Forest | model_stage_v1__coarse__random_forest__008,L+D+R,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4047721695178641,0.7600268209814266,0.41136472074501862,0.07680766074178115,98.742405000026338,0.23248901859505369,0.02311731758936697,random_forest|L+D+R|model_stage_v1__coarse__random_forest__008|seed=20260818
12,xgboost,XGBoost,model_stage_v1__coarse__xgboost__004,XGBoost | model_stage_v1__coarse__xgboost__004,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4042168639199426,0.75650025445958513,0.40893838428937118,0.068012884118033384,12.365989584010094,0.2319337129971322,0.022562011991445474,xgboost|L+D|model_stage_v1__coarse__xgboost__004|seed=20260818
13,random_forest,Random Forest,model_stage_v1__coarse__random_forest__011,Random Forest | model_stage_v1__coarse__random_forest__011,L+D+R,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_samples"": 1.0, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40366995563126845,0.76017046381887721,0.40833915853381519,0.076783530665304286,123.64601595897693,0.23138680470845804,0.022015103702771321,random_forest|L+D+R|model_stage_v1__coarse__random_forest__011|seed=20260818
14,random_forest,Random Forest,model_stage_v1__coarse__random_forest__007,Random Forest | model_stage_v1__coarse__random_forest__007,L+D+R,"{""criterion"": ""log_loss"", ""imbalance"": ""none"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40360173561325668,0.75955319559689649,0.40954187235744205,0.075857168255329038,114.48744337505195,0.23131858469044628,0.021946883684759555,random_forest|L+D+R|model_stage_v1__coarse__random_forest__007|seed=20260818
15,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__011,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__011,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40329939772175211,0.7567524185138228,0.40903686109255882,0.057928027464174407,15.706545958993956,0.2310162467989417,0.021644545793254977,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__011|seed=20260818
16,xgboost,XGBoost,model_stage_v1__coarse__xgboost__001,XGBoost | model_stage_v1__coarse__xgboost__001,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40323556992952508,0.7575559690571636,0.40947915934475526,0.059961378223376334,15.088707832037471,0.23095241900671468,0.021580718001027954,xgboost|L+D+R|model_stage_v1__coarse__xgboost__001|seed=20260818
17,random_forest,Random Forest,model_stage_v1__coarse__random_forest__003,Random Forest | model_stage_v1__coarse__random_forest__003,L+D,"{""criterion"": ""gini"", ""imbalance"": ""none"", ""max_depth"": 6, ""max_features"": 0.5, ""max_samples"": 1.0, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40303752371486623,0.75563736444603902,0.40875665627919006,0.073900504372943071,127.88036579301115,0.23075437279205582,0.021382671786369101,random_forest|L+D|model_stage_v1__coarse__random_forest__003|seed=20260818
18,random_forest,Random Forest,model_stage_v1__coarse__random_forest__012,Random Forest | model_stage_v1__coarse__random_forest__012,L+D+R,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": null, ""max_features"": 1.0, ""max_samples"": 0.7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4028644637984905,0.75812744144043642,0.40754777331511272,0.072054178722709319,490.41904679196887,0.23058131287568009,0.021209611869993372,random_forest|L+D+R|model_stage_v1__coarse__random_forest__012|seed=20260818
19,xgboost,XGBoost,model_stage_v1__coarse__xgboost__004,XGBoost | model_stage_v1__coarse__xgboost__004,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4027201758980235,0.75461855050546434,0.40310566987318008,0.067862048595841884,11.792745500046294,0.2304370249752131,0.021065323969526373,xgboost|L|model_stage_v1__coarse__xgboost__004|seed=20260818
20,random_forest,Random Forest,model_stage_v1__coarse__random_forest__004,Random Forest | model_stage_v1__coarse__random_forest__004,L+D+R,"{""criterion"": ""gini"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 0.7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40233358501752747,0.75852307616731751,0.40706937651041647,0.073603307984325628,420.08585691498592,0.23005043409471707,0.020678733089030343,random_forest|L+D+R|model_stage_v1__coarse__random_forest__004|seed=20260818
21,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__009,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__009,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40216247750790934,0.75702426674434731,0.40802273311256193,0.064856846998184586,16.735209875972942,0.22987932658509894,0.020507625579412214,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__009|seed=20260818
22,xgboost,XGBoost,model_stage_v1__coarse__xgboost__005,XGBoost | model_stage_v1__coarse__xgboost__005,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 20.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40194507768237892,0.75454236757829085,0.40657825792322272,0.059750545154352248,13.829077668022364,0.22966192675956851,0.020290225753881785,xgboost|L+D|model_stage_v1__coarse__xgboost__005|seed=20260818
23,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__005,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__005,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.06, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40186462452361404,0.75526098348342652,0.40806476841485623,0.059446520344333779,12.689944583107717,0.22958147360080364,0.020209772595116915,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__005|seed=20260818
24,random_forest,Random Forest,model_stage_v1__coarse__random_forest__006,Random Forest | model_stage_v1__coarse__random_forest__006,L+D+R,"{""criterion"": ""log_loss"", ""imbalance"": ""none"", ""max_depth"": 24, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.40134947581271829,0.75705626070434684,0.40668005191547502,0.070593414307794353,126.51818958000513,0.22906632488990789,0.019694623884221163,random_forest|L+D+R|model_stage_v1__coarse__random_forest__006|seed=20260818
25,random_forest,Random Forest,model_stage_v1__coarse__random_forest__010,Random Forest | model_stage_v1__coarse__random_forest__010,L+D+R,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 1.0, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4001339098140364,0.75716440889738534,0.40489281828529594,0.070511555715925572,647.91047520906432,0.227850758891226,0.018479057885539274,random_forest|L+D+R|model_stage_v1__coarse__random_forest__010|seed=20260818
26,xgboost,XGBoost,model_stage_v1__coarse__xgboost__015,XGBoost | model_stage_v1__coarse__xgboost__015,L+D+R,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.4000162240321426,0.75377973487078798,0.40373428841492015,0.066724692385500772,13.916609083011281,0.22773307310933219,0.018361372103645468,xgboost|L+D+R|model_stage_v1__coarse__xgboost__015|seed=20260818
27,random_forest,Random Forest,model_stage_v1__coarse__random_forest__004,Random Forest | model_stage_v1__coarse__random_forest__004,L+D,"{""criterion"": ""gini"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 0.7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3998399138330207,0.75539337822014174,0.40565781244257604,0.069368797944865376,300.68658279202646,0.22755676291021029,0.01818506190452357,random_forest|L+D|model_stage_v1__coarse__random_forest__004|seed=20260818
28,random_forest,Random Forest,model_stage_v1__coarse__random_forest__011,Random Forest | model_stage_v1__coarse__random_forest__011,L+D,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_samples"": 1.0, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39938684261922008,0.75733410600898798,0.40564335244693295,0.072721839252307977,104.55064500001026,0.22710369169640968,0.017731990690722954,random_forest|L+D|model_stage_v1__coarse__random_forest__011|seed=20260818
29,random_forest,Random Forest,model_stage_v1__coarse__random_forest__001,Random Forest | model_stage_v1__coarse__random_forest__001,L+D+R,"{""criterion"": ""gini"", ""imbalance"": ""none"", ""max_depth"": 24, ""max_features"": ""sqrt"", ""max_samples"": 1.0, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39903680547539311,0.75528898895872654,0.40377147740054148,0.070316828024865052,139.95471862592967,0.2267536545525827,0.017381953546895978,random_forest|L+D+R|model_stage_v1__coarse__random_forest__001|seed=20260818
30,random_forest,Random Forest,model_stage_v1__coarse__random_forest__012,Random Forest | model_stage_v1__coarse__random_forest__012,L+D,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": null, ""max_features"": 1.0, ""max_samples"": 0.7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39889579404534098,0.75524629208654792,0.40397984769091666,0.067974540848061676,357.78803729091305,0.22661264312253057,0.017240942116843849,random_forest|L+D|model_stage_v1__coarse__random_forest__012|seed=20260818
31,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__005,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__005,L,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.06, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39883646631644959,0.75401878570554637,0.40086457768257872,0.065908516555589408,11.859592750028241,0.22655331539363918,0.01718161438795246,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__005|seed=20260818
32,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__004,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__004,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 0.1, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39796447402573282,0.75439479364440998,0.40325909609073479,0.057547049264531483,12.646746623096988,0.22568132310292241,0.016309622097235688,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__004|seed=20260818
33,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__016,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__016,L+D,"{""imbalance"": ""sqrt"", ""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39764323907306348,0.753222638248914,0.40310118262824451,0.055483872327240884,16.525969874986913,0.22536008815025307,0.015988387144566352,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__016|seed=20260818
34,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__010,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__010,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39740383190728529,0.75530241781368601,0.40383431443772649,0.055405167599690143,16.546235083020292,0.22512068098447488,0.015748979978788158,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__010|seed=20260818
35,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__002,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__002,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 0.1, ""learning_rate"": 0.06, ""max_features"": 1.0, ""max_iter"": 150, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39713201805561688,0.75475817616408092,0.40238580928702211,0.057145980303978196,14.014055624022149,0.22484886713280647,0.015477166127119746,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__002|seed=20260818
36,xgboost,XGBoost,model_stage_v1__coarse__xgboost__013,XGBoost | model_stage_v1__coarse__xgboost__013,L+D+R,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 800, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3970678789479356,0.75366665128661059,0.40334865549659366,0.062808687849498071,14.907575624994934,0.2247847280251252,0.015413027019438474,xgboost|L+D+R|model_stage_v1__coarse__xgboost__013|seed=20260818
37,random_forest,Random Forest,model_stage_v1__coarse__random_forest__007,Random Forest | model_stage_v1__coarse__random_forest__007,L+D,"{""criterion"": ""log_loss"", ""imbalance"": ""none"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39678258973231872,0.75647199073707427,0.40332241202153729,0.071471060741815015,97.385638334031682,0.22449943880950832,0.015127737803821595,random_forest|L+D|model_stage_v1__coarse__random_forest__007|seed=20260818
38,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__009,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__009,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39649034938961786,0.75483903623518256,0.4021319542910593,0.060116418579032327,15.336771790927742,0.22420719846680745,0.014835497461120728,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__009|seed=20260818
39,xgboost,XGBoost,model_stage_v1__coarse__xgboost__005,XGBoost | model_stage_v1__coarse__xgboost__005,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 20.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39626913218283444,0.75385841418766564,0.39783460292156186,0.062696036886797313,13.006152875022963,0.22398598126002403,0.014614280254337308,xgboost|L|model_stage_v1__coarse__xgboost__005|seed=20260818
40,random_forest,Random Forest,model_stage_v1__coarse__random_forest__008,Random Forest | model_stage_v1__coarse__random_forest__008,L+D,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39614914594172196,0.75589357437324556,0.40421525997540991,0.072942583730442864,83.951862418092787,0.22386599501891155,0.014494294013224829,random_forest|L+D|model_stage_v1__coarse__random_forest__008|seed=20260818
41,random_forest,Random Forest,model_stage_v1__coarse__random_forest__010,Random Forest | model_stage_v1__coarse__random_forest__010,L+D,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 1.0, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39598336525242328,0.75434053303601611,0.40074761259337022,0.067328385364700913,472.01377899898216,0.22370021432961287,0.014328513323926151,random_forest|L+D|model_stage_v1__coarse__random_forest__010|seed=20260818
42,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__003,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__003,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 0.1, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.395930147152039,0.75441619946876837,0.40116032133248575,0.051115220468666567,13.897974375053309,0.2236469962292286,0.014275295223541873,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__003|seed=20260818
43,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__012,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__012,L+D+R,"{""imbalance"": ""sqrt"", ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39551054380917416,0.75129304378426509,0.40201498998162782,0.058490746196430923,13.960737581946887,0.22322739288636376,0.013855691880677035,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__012|seed=20260818
